Symbol,Security,CIK,filing_accession,filing_date,fiscal_year,source_form,revenue_musd,net_income_musd,total_liabilities_musd,total_shareholders_equity_musd,cfo_musd,liabilities_to_shareholders_equity_ratio,partial_data,tag_used_revenue,tag_used_net_income,tag_used_total_liabilities,tag_used_total_shareholders_equity,tag_used_cfo
ICE,Intercontinental Exchange,0001571949,0001571949-24-000007,2/8/2024,2023,10-K,9903,2368,110298,25717,3542,4.288913948,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
IFF,International Flavors & Fragrances,0000051253,0000051253-24-000006,2/28/2024,2023,10-K,11479,-2563,30978,14611,1439,2.120183423,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:ProfitLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
IP,International Paper,0000051434,0000051434-24-000024,2/16/2024,2023,10-K,18916,288,23261,8355,1833,2.784081388,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap:NetCashProvidedByUsedInOperatingActivities
IPG,Interpublic Group of Companies (The),0000051644,0000051644-24-000013,2/20/2024,2023,10-K,10889.3,1098.4,15221.2,3942.6,554.7,3.86070106,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
INTU,Intuit,0000896878,0000896878-24-000039,9/4/2024,2023,10-K,14368,2384,10511,17269,5046,0.608662922,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
ISRG,Intuitive Surgical,0001035267,0001035267-24-000021,1/31/2024,2023,10-K,7124.1,1798,2044.2,13307.6,1813.8,0.15361147,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
IVZ,Invesco,0000914208,0000914208-24-000219,2/21/2024,2023,10-K,5716.4,-333.7,13017.8,14597.6,1300.8,0.89177673,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
INVH,Invitation Homes,0001687229,0001687229-24-000013,2/21/2024,2023,10-K,2432.28,519.47,9030.53,10155.97,1107.09,0.889184391,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
IQV,IQVIA,0001478242,0001478242-24-000038,2/15/2024,2023,10-K,14984,1358,20569,6112,2149,3.365346859,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap:NetCashProvidedByUsedInOperatingActivities
IRM,Iron Mountain,0001020569,0001020569-24-000040,2/22/2024,2023,10-K,5480.29,187.26,17473.8,211.65,1113.57,82.55988661,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:ProfitLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
JBHT,J.B. Hunt,0000728535,0001437749-24-005368,2/23/2024,2023,10-K,12829.67,728.29,4434.5,4103.76,1744.62,1.080594382,TRUE,,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
JBL,Jabil,0000898293,0001193125-23-259599,10/20/2023,2023,10-K,34702,818,16557,2866,1734,5.777041172,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
JKHY,Jack Henry & Associates,0000779152,0000779152-24-000079,8/26/2024,2023,10-K,2077.7,366.65,1165.32,1608.51,381.56,0.724471716,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
J,Jacobs Solutions,0000052988,0000052988-24-000065,11/25/2024,2023,10-K,10851.42,171.61,14617.11,6546.22,974.76,2.232908457,TRUE,,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
JNJ,Johnson & Johnson,0000200406,0000200406-24-000013,2/16/2024,2023,10-K,79990,17941,98784,68774,21194,1.436356763,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap:NetCashProvidedByUsedInOperatingActivities
JCI,Johnson Controls,0000833444,0000833444-23-000048,12/14/2023,2023,10-K,26793,1849,42242,16545,2221,2.553158054,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivitiesContinuingOperations
JPM,JPMorgan Chase,0000019617,0000019617-24-000225,2/16/2024,2023,10-K,158104,49552,3547515,327878,12974,10.81961888,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
K,Kellanova,0000055067,0001628280-24-005583,2/20/2024,2023,10-K,3342,298,15621,3175,1645,4.92,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
KVUE,Kenvue,0001944048,0001944048-24-000057,3/1/2024,2023,10-K,14950,2064,16640,11211,2525,1.484256534,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
KDP,Keurig Dr Pepper,0001418135,0001418135-24-000007,2/22/2024,2023,10-K,14814,2181,26454,25676,1329,1.03030067,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
KEY,KeyCorp,0000091576,0000091576-24-000040,2/22/2024,2023,10-K,6413,967,173644,14637,2903,11.86335998,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
KEYS,Keysight Technologies,0001601046,0001601046-24-000159,12/17/2024,2023,10-K,5464,1057,4029,4654,1408,0.865706919,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
KMB,Kimberly-Clark,0000055785,0000055785-24-000018,2/8/2024,2023,10-K,20431,1764,17344,915,3542,18.95519126,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
KIM,Kimco Realty,0000879101,0001437749-24-005407,2/26/2024,2023,10-K,1783.4,654.27,8548.29,9525.47,1071.61,0.897413986,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
KMI,Kinder Morgan,0001506307,0001506307-24-000011,2/20/2024,2023,10-K,15334,2391,39291,30306,6491,1.296475945,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
KKR,KKR & Co.,0001404912,0001404912-24-000005,2/29/2024,2023,10-K,14499.31,3732.26,258915.28,22858.69,-1493.81,11.32677682,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
KLAC,KLA Corporation,0000319201,0000319201-24-000021,8/5/2024,2023,10-K,10496.06,3387.28,11152.6,2919.75,3669.8,3.819710592,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
KHC,Kraft Heinz,0001637459,0001637459-24-000018,2/15/2024,2023,10-K,26640,2855,40617,49526,3976,0.820114687,TRUE,,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
KR,Kroger,0000056873,0001558370-24-004603,4/2/2024,2023,10-K,148258,2244,39609,10042,4498,3.944333798,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
LHX,L3Harris,0000202058,0000202058-24-000029,2/20/2024,2023,10-K,19419,1227,22858,18765,2096,1.218118838,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
LH,Labcorp,0000920148,0000920148-24-000014,2/26/2024,2023,10-K,12161.6,418,8834.6,7875,1327.7,1.121853968,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
LRCX,Lam Research,0000707549,0000707549-24-000106,8/29/2024,2023,10-K,17428.52,4510.93,10571.47,8210.17,5178.94,1.287606712,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
LW,Lamb Weston,0001679273,0001679273-24-000036,7/24/2024,2023,10-K,5350.6,1008.9,6519.8,1411.3,761.7,4.619712322,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
LVS,Las Vegas Sands,0001300514,0001300514-24-000048,2/7/2024,2023,10-K,2120,147,17674,4118,3227,4.291889267,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivitiesContinuingOperations
LDOS,Leidos,0001336920,0001336920-24-000008,2/13/2024,2023,10-K,15438,199,8437,4201,1165,2.00833135,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
LEN,Lennar,0000920760,0001628280-24-002371,1/26/2024,2023,10-K,34233.37,3938.51,12532.34,26580.66,5179.74,0.471483402,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
LII,Lennox International,0001069202,0001628280-24-004446,2/13/2024,2023,10-K,4981.9,590.1,2513,285.3,736.2,8.808271994,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
LLY,Lilly (Eli),0000059478,0000059478-24-000065,2/21/2024,2023,10-K,34124.1,5240.4,64006.3,10771.9,4240.1,5.941969383,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
LIN,Linde plc,0001707925,0001628280-24-007424,2/28/2024,2023,10-K,32854,6199,39716,39720,9305,0.999899295,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
LYV,Live Nation Entertainment,0001335258,0001335258-25-000028,2/21/2025,2023,10-K,8753.07,268.35,19074.04,-17.15,1370.79,-1112.188921,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
LKQ,LKQ Corporation,0001065696,0001065696-24-000009,2/22/2024,2023,10-K,13866,938,15079,6167,1356,2.445111075,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
LMT,Lockheed Martin,0000936468,0000936468-24-000010,1/23/2024,2023,10-K,67571,6920,45621,6835,7920,6.674615947,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
L,Loews Corporation,0000060086,0000060086-24-000029,2/6/2024,2023,10-K,15901,1434,62672,15704,3907,3.990830362,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
LOW,Lowe's,0000060667,0000060667-24-000033,3/25/2024,2023,10-K,97059,6437,57962,-14254,8589,-4.066367335,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
LULU,Lululemon Athletica,0001397187,0001397187-24-000010,3/21/2024,2023,10-K,8110.52,854.8,2458.24,3148.8,966.46,0.780691057,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
LYB,LyondellBasell,0001489393,0001489393-24-000012,2/22/2024,2023,10-K,41107,2121,37000,12930,4942,2.861562258,FALSE,us-gaap:Revenues,us-gaap:ProfitLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MTB,M&T Bank,0000036270,0000950170-24-017990,2/21/2024,2023,10-K,9643,2741,181307,26957,3905,6.72578551,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MPC,Marathon Petroleum,0001510295,0001510295-24-000015,2/28/2024,2023,10-K,148379,9681,54588,24404,14117,2.236846419,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MKTX,MarketAxess,0001278021,0000950170-24-018935,2/22/2024,2023,10-K,752.55,258.06,722.1,1292.96,333.77,0.558485955,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MAR,Marriott International,0001048286,0001628280-24-004372,2/13/2024,2023,10-K,23713,3083,25674,-682,3170,-37.64516129,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MMC,Marsh McLennan,0000062709,0000062709-24-000016,2/12/2024,2023,10-K,22736,3756,48030,12370,4258,3.882780922,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap:NetCashProvidedByUsedInOperatingActivities
MLM,Martin Marietta Materials,0000916076,0000950170-24-019275,2/23/2024,2023,10-K,6777.2,1168.9,7089.3,8033.2,1528.4,0.882500124,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MAS,Masco,0000062996,0000062996-24-000006,2/8/2024,2023,10-K,7967,908,5247,-126,1413,-41.64285714,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MA,Mastercard,0001141391,0001141391-24-000022,2/13/2024,2023,10-K,25098,11195,35451,6929,11980,5.116322702,FALSE,us-gaap:Revenues,us-gaap:ProfitLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MTCH,Match Group,0000891103,0000891103-24-000014,2/23/2024,2023,10-K,3364.5,651.47,4507.89,-19.55,896.79,-230.5826087,FALSE,us-gaap:Revenues,us-gaap:ProfitLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MKC,McCormick & Company,0000063754,0000063754-24-000027,1/25/2024,2023,10-K,6662.2,680.6,7778.8,5060.7,1237.3,1.537099611,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MCD,McDonald's,0000063908,0000063908-24-000072,2/22/2024,2023,10-K,25493.7,8468.8,56146.8,-4707,9611.9,-11.92836201,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MCK,McKesson Corporation,0000927653,0000927653-24-000035,5/8/2024,2023,10-K,276711,3560,62320,-1857,5159,-33.55950458,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MDT,Medtronic,0001613103,0001613103-24-000072,6/20/2024,2023,10-K,31227,3758,39283,51483,6039,0.763028573,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MRK,Merck & Co.,0000310158,0001628280-24-006850,2/26/2024,2023,10-K,60115,365,106675,37581,13006,2.83853543,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
META,Meta Platforms,0001326801,0001326801-24-000012,2/2/2024,2023,10-K,134902,39098,76455,153168,71113,0.499157788,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MET,MetLife,0001099219,0001099219-24-000035,2/16/2024,2023,10-K,15388,80,657331,30015,13721,21.90008329,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MTD,Mettler Toledo,0001037646,0001037646-24-000007,2/9/2024,2023,10-K,3788.31,788.78,3505.49,-149.94,965.87,-23.37928505,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MGM,MGM Resorts,0000789570,0000789570-24-000005,2/23/2024,2023,10-K,16164.25,1142.18,38001.05,3811.17,2690.78,9.970966921,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MCHP,Microchip Technology,0000827054,0000827054-24-000098,5/23/2024,2023,10-K,8438.7,2237.7,16370.3,6513.6,3621,2.513249202,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MU,Micron Technology,0000723125,0000723125-23-000054,10/6/2023,2023,10-K,15540,-5833,20134,44120,1559,0.456346328,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MSFT,Microsoft,0000789019,0000950170-24-087843,7/30/2024,2023,10-K,211915,72361,205753,206223,87582,0.997720914,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MAA,Mid-America Apartment Communities,0000912595,0000950170-24-013275,2/9/2024,2023,10-K,2148.47,552.81,5185.38,6094.07,1137.19,0.850889471,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MRNA,Moderna,0001682852,0001682852-24-000015,2/23/2024,2023,10-K,6848,-4714,4572,13854,-3118,0.330012993,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MHK,Mohawk Industries,0000851968,0000851968-24-000027,2/23/2024,2023,10-K,11135.11,-439.52,5930.73,7623.07,1329.23,0.777997578,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MOH,Molina Healthcare,0001179929,0001179929-24-000033,2/13/2024,2023,10-K,34072,1091,10677,4215,1662,2.533096085,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
TAP,Molson Coors Beverage Company,0000024545,0000024545-24-000005,2/20/2024,2023,10-K,13884.6,948.9,12940,13196,2079,0.980600182,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MDLZ,Mondelez International,0001103982,0001103982-24-000019,2/2/2024,2023,10-K,36016,4959,43025,28332,4714,1.518600875,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MPWR,Monolithic Power Systems,0001280452,0001437749-24-006133,2/29/2024,2023,10-K,1821.07,427.37,384.41,2049.94,638.21,0.187522562,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MNST,Monster Beverage,0000865752,0001104659-24-029425,2/29/2024,2023,10-K,7140.03,1630.99,9686.52,8228.74,1717.75,1.177157135,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:ProfitLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MCO,Moody's Corporation,0001059556,0001059556-24-000017,2/14/2024,2023,10-K,5916,1607,11146,3318,2151,3.359252562,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MS,Morgan Stanley,0000895421,0000895421-24-000300,2/22/2024,2023,10-K,54143,9087,1093711,99038,-33536,11.043347,TRUE,,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MOS,Mosaic Company (The),0001285785,0001618034-24-000004,2/22/2024,2023,10-K,13696.1,1164.9,23032.8,12290.2,2407.2,1.874078534,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MSI,Motorola Solutions,0000068505,0000068505-24-000008,2/15/2024,2023,10-K,9978,1709,13336,724,2044,18.4198895,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
MSCI,MSCI Inc.,0001408198,0001408198-24-000030,2/9/2024,2023,10-K,2528.92,1148.59,6257.98,-739.76,1236.03,-8.459473343,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
NDAQ,Nasdaq Inc.,0001120193,0001120193-24-000006,2/21/2024,2023,10-K,6064,1059,21467,10816,1696,1.984744822,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
NTAP,NetApp,0001002047,0000950170-24-071327,6/10/2024,2023,10-K,6362,1274,8659,1159,1107,7.471095772,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
NFLX,Netflix,0001065280,0001065280-24-000030,1/26/2024,2023,10-K,33723.3,5407.99,28143.68,20588.31,7274.3,1.366973783,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
